,invalid,ready,stay,play
306,True,False,False,False
307,True,False,False,False
308,True,False,False,False
309,True,False,False,False
310,True,False,False,False
311,True,False,False,False
312,True,False,False,False
313,True,False,False,False
314,True,False,False,False
315,True,False,False,False
316,True,False,False,False
317,True,False,False,False
318,True,False,False,False
319,True,False,False,False
320,True,False,False,False
321,True,False,False,False
322,True,False,False,False
323,True,False,False,False
324,True,False,False,False
325,True,False,False,False
326,True,False,False,False
327,True,False,False,False
328,True,False,False,False
329,True,False,False,False
330,True,False,False,False
331,True,False,False,False
332,True,False,False,False
333,True,False,False,False
334,True,False,False,False
335,True,False,False,False
336,True,False,False,False
337,True,False,False,False
338,True,False,False,False
339,True,False,False,False
340,True,False,False,False
341,True,False,False,False
342,True,False,False,False
343,True,False,False,False
344,True,False,False,False
345,True,False,False,False
346,True,False,False,False
347,True,False,False,False
348,True,False,False,False
349,True,False,False,False
350,True,False,False,False
351,True,False,False,False
352,True,False,False,False
353,True,False,False,False
354,True,False,False,False
355,True,False,False,False
356,True,False,False,False
357,True,False,False,False
358,True,False,False,False
359,True,False,False,False
360,True,False,False,False
361,True,False,False,False
362,True,False,False,False
363,True,False,False,False
364,True,False,False,False
365,True,False,False,False
366,True,False,False,False
367,True,False,False,False
368,True,False,False,False
369,True,False,False,False
370,True,False,False,False
371,True,False,False,False
372,True,False,False,False
373,True,False,False,False
374,True,False,False,False
375,True,False,False,False
376,True,False,False,False
377,True,False,False,False
378,True,False,False,False
379,True,False,False,False
380,True,False,False,False
381,True,False,False,False
382,True,False,False,False
383,True,False,False,False
384,True,False,False,False
385,True,False,False,False
386,True,False,False,False
387,True,False,False,False
388,True,False,False,False
389,True,False,False,False
390,True,False,False,False
391,True,False,False,False
392,True,False,False,False
393,True,False,False,False
394,True,False,False,False
395,True,False,False,False
396,True,False,False,False
397,True,False,False,False
398,True,False,False,False
399,True,False,False,False
400,True,False,False,False
401,True,False,False,False
402,True,False,False,False
403,True,False,False,False
404,True,False,False,False
405,True,False,False,False
406,True,False,False,False
407,True,False,False,False
408,True,False,False,False
409,True,False,False,False
410,True,False,False,False
411,True,False,False,False
412,True,False,False,False
413,True,False,False,False
414,True,False,False,False
415,True,False,False,False
416,True,False,False,False
417,True,False,False,False
418,True,False,False,False
419,True,False,False,False
420,True,False,False,False
421,True,False,False,False
422,True,False,False,False
423,True,False,False,False
424,True,False,False,False
425,True,False,False,False
426,True,False,False,False
427,True,False,False,False
428,True,False,False,False
429,True,False,False,False
430,True,False,False,False
431,True,False,False,False
432,True,False,False,False
433,True,False,False,False
434,True,False,False,False
435,True,False,False,False
436,True,False,False,False
437,True,False,False,False
438,True,False,False,False
439,True,False,False,False
440,True,False,False,False
441,True,False,False,False
442,True,False,False,False
443,True,False,False,False
444,True,False,False,False
445,True,False,False,False
446,True,False,False,False
447,True,False,False,False
448,True,False,False,False
449,True,False,False,False
450,True,False,False,False
451,True,False,False,False
452,True,False,False,False
453,True,False,False,False
454,True,False,False,False
455,True,False,False,False
456,True,False,False,False
457,True,False,False,False
458,True,False,False,False
459,True,False,False,False
460,True,False,False,False
461,True,False,False,False
462,True,False,False,False
463,True,False,False,False
464,True,False,False,False
465,True,False,False,False
466,True,False,False,False
467,True,False,False,False
468,True,False,False,False
469,True,False,False,False
470,True,False,False,False
471,True,False,False,False
472,True,False,False,False
473,True,False,False,False
474,True,False,False,False
475,True,False,False,False
476,True,False,False,False
477,True,False,False,False
478,True,False,False,False
479,True,False,False,False
480,True,False,False,False
481,True,False,False,False
482,True,False,False,False
483,True,False,False,False
484,True,False,False,False
485,True,False,False,False
486,True,False,False,False
487,True,False,False,False
488,True,False,False,False
489,True,False,False,False
490,True,False,False,False
491,True,False,False,False
492,True,False,False,False
493,True,False,False,False
494,True,False,False,False
495,True,False,False,False
496,True,False,False,False
497,True,False,False,False
498,True,False,False,False
499,True,False,False,False
500,True,False,False,False
501,True,False,False,False
502,True,False,False,False
503,True,False,False,False
504,True,False,False,False
505,True,False,False,False
506,True,False,False,False
507,True,False,False,False
508,True,False,False,False
509,True,False,False,False
510,True,False,False,False
511,True,False,False,False
512,True,False,False,False
513,True,False,False,False
514,True,False,False,False
515,True,False,False,False
516,True,False,False,False
517,True,False,False,False
518,True,False,False,False
519,True,False,False,False
520,True,False,False,False
521,True,False,False,False
522,True,False,False,False
523,True,False,False,False
524,True,False,False,False
525,True,False,False,False
526,True,False,False,False
527,True,False,False,False
528,True,False,False,False
529,True,False,False,False
530,True,False,False,False
531,True,False,False,False
532,True,False,False,False
533,True,False,False,False
534,True,False,False,False
535,True,False,False,False
536,True,False,False,False
537,True,False,False,False
538,True,False,False,False
539,True,False,False,False
540,True,False,False,False
541,True,False,False,False
542,True,False,False,False
543,True,False,False,False
544,True,False,False,False
545,True,False,False,False
546,True,False,False,False
547,True,False,False,False
548,True,False,False,False
549,True,False,False,False
550,True,False,False,False
551,True,False,False,False
552,True,False,False,False
553,True,False,False,False
554,True,False,False,False
555,True,False,False,False
556,True,False,False,False
557,True,False,False,False
558,True,False,False,False
559,True,False,False,False
560,True,False,False,False
561,True,False,False,False
562,True,False,False,False
563,True,False,False,False
564,True,False,False,False
565,True,False,False,False
566,True,False,False,False
567,True,False,False,False
568,True,False,False,False
569,True,False,False,False
570,True,False,False,False
571,True,False,False,False
572,True,False,False,False
573,True,False,False,False
574,True,False,False,False
575,True,False,False,False
576,True,False,False,False
577,True,False,False,False
578,True,False,False,False
579,True,False,False,False
580,True,False,False,False
581,True,False,False,False
582,True,False,False,False
583,True,False,False,False
584,True,False,False,False
585,True,False,False,False
586,True,False,False,False
587,True,False,False,False
588,True,False,False,False
589,True,False,False,False
590,True,False,False,False
591,True,False,False,False
592,True,False,False,False
593,True,False,False,False
594,True,False,False,False
595,True,False,False,False
596,True,False,False,False
597,True,False,False,False
598,True,False,False,False
599,True,False,False,False
600,True,False,False,False
601,True,False,False,False
602,True,False,False,False
603,True,False,False,False
604,True,False,False,False
605,True,False,False,False
606,True,False,False,False
607,True,False,False,False
608,True,False,False,False
609,True,False,False,False
610,True,False,False,False
611,True,False,False,False
612,True,False,False,False
613,True,False,False,False
614,True,False,False,False
615,True,False,False,False
616,True,False,False,False
617,True,False,False,False
618,True,False,False,False
619,True,False,False,False
620,True,False,False,False
621,True,False,False,False
622,True,False,False,False
623,True,False,False,False
624,True,False,False,False
625,True,False,False,False
626,True,False,False,False
627,True,False,False,False
628,True,False,False,False
629,True,False,False,False
630,True,False,False,False
631,True,False,False,False
632,True,False,False,False
633,True,False,False,False
634,True,False,False,False
635,True,False,False,False
636,True,False,False,False
637,True,False,False,False
638,True,False,False,False
639,True,False,False,False
640,True,False,False,False
641,True,False,False,False
642,True,False,False,False
643,True,False,False,False
644,True,False,False,False
645,True,False,False,False
646,True,False,False,False
647,True,False,False,False
648,True,False,False,False
649,True,False,False,False
650,True,False,False,False
651,True,False,False,False
652,True,False,False,False
653,True,False,False,False
654,True,False,False,False
655,True,False,False,False
656,True,False,False,False
657,True,False,False,False
658,True,False,False,False
659,True,False,False,False
660,True,False,False,False
661,True,False,False,False
662,True,False,False,False
663,True,False,False,False
664,True,False,False,False
665,True,False,False,False
666,True,False,False,False
667,True,False,False,False
668,True,False,False,False
669,True,False,False,False
670,True,False,False,False
671,True,False,False,False
672,True,False,False,False
673,True,False,False,False
674,True,False,False,False
675,True,False,False,False
676,True,False,False,False
677,True,False,False,False
678,True,False,False,False
679,True,False,False,False
680,True,False,False,False
681,True,False,False,False
682,True,False,False,False
683,True,False,False,False
684,True,False,False,False
685,True,False,False,False
686,True,False,False,False
687,True,False,False,False
688,True,False,False,False
689,True,False,False,False
690,True,False,False,False
691,True,False,False,False
692,True,False,False,False
693,True,False,False,False
694,True,False,False,False
695,True,False,False,False
696,True,False,False,False
697,True,False,False,False
698,True,False,False,False
699,True,False,False,False
700,True,False,False,False
701,True,False,False,False
702,True,False,False,False
703,True,False,False,False
704,True,False,False,False
705,True,False,False,False
706,True,False,False,False
707,True,False,False,False
708,True,False,False,False
709,True,False,False,False
710,True,False,False,False
711,True,False,False,False
712,True,False,False,False
713,True,False,False,False
714,True,False,False,False
715,True,False,False,False
716,True,False,False,False
717,True,False,False,False
718,True,False,False,False
719,True,False,False,False
720,True,False,False,False
721,True,False,False,False
722,True,False,False,False
723,True,False,False,False
724,True,False,False,False
725,True,False,False,False
726,True,False,False,False
727,True,False,False,False
728,True,False,False,False
729,True,False,False,False
730,True,False,False,False
731,True,False,False,False
732,True,False,False,False
733,True,False,False,False
734,True,False,False,False
735,True,False,False,False
736,True,False,False,False
737,True,False,False,False
738,True,False,False,False
739,True,False,False,False
740,True,False,False,False
741,True,False,False,False
742,True,False,False,False
743,True,False,False,False
744,True,False,False,False
745,True,False,False,False
746,True,False,False,False
747,True,False,False,False
748,True,False,False,False
749,True,False,False,False
750,True,False,False,False
751,True,False,False,False
752,True,False,False,False
753,True,False,False,False
754,True,False,False,False
755,True,False,False,False
756,True,False,False,False
757,True,False,False,False
758,True,False,False,False
759,True,False,False,False
760,True,False,False,False
761,True,False,False,False
762,True,False,False,False
763,True,False,False,False
764,True,False,False,False
765,True,False,False,False
766,True,False,False,False
767,True,False,False,False
768,True,False,False,False
769,True,False,False,False
770,True,False,False,False
771,True,False,False,False
772,True,False,False,False
773,True,False,False,False
774,True,False,False,False
775,True,False,False,False
776,True,False,False,False
777,True,False,False,False
778,True,False,False,False
779,True,False,False,False
780,True,False,False,False
781,True,False,False,False
782,True,False,False,False
783,True,False,False,False
784,True,False,False,False
785,True,False,False,False
786,True,False,False,False
787,True,False,False,False
788,True,False,False,False
789,True,False,False,False
790,True,False,False,False
791,True,False,False,False
792,True,False,False,False
793,True,False,False,False
794,True,False,False,False
795,True,False,False,False
796,True,False,False,False
797,True,False,False,False
798,True,False,False,False
799,True,False,False,False
800,True,False,False,False
801,True,False,False,False
802,True,False,False,False
803,True,False,False,False
804,True,False,False,False
805,True,False,False,False
806,True,False,False,False
807,True,False,False,False
808,True,False,False,False
809,True,False,False,False
810,True,False,False,False
811,True,False,False,False
812,True,False,False,False
813,True,False,False,False
814,True,False,False,False
815,True,False,False,False
816,True,False,False,False
817,True,False,False,False
818,True,False,False,False
819,True,False,False,False
820,True,False,False,False
821,True,False,False,False
822,True,False,False,False
823,True,False,False,False
824,True,False,False,False
825,True,False,False,False
826,True,False,False,False
827,True,False,False,False
828,True,False,False,False
829,True,False,False,False
830,True,False,False,False
831,True,False,False,False
832,True,False,False,False
833,True,False,False,False
834,True,False,False,False
835,True,False,False,False
836,True,False,False,False
837,True,False,False,False
838,True,False,False,False
839,True,False,False,False
840,True,False,False,False
841,True,False,False,False
842,True,False,False,False
843,True,False,False,False
844,True,False,False,False
845,True,False,False,False
846,True,False,False,False
847,True,False,False,False
848,True,False,False,False
849,True,False,False,False
850,True,False,False,False
851,True,False,False,False
852,True,False,False,False
853,True,False,False,False
854,True,False,False,False
855,True,False,False,False
856,True,False,False,False
857,True,False,False,False
858,True,False,False,False
859,True,False,False,False
860,True,False,False,False
861,True,False,False,False
862,True,False,False,False
863,True,False,False,False
864,True,False,False,False
865,True,False,False,False
866,True,False,False,False
867,True,False,False,False
868,True,False,False,False
869,True,False,False,False
870,True,False,False,False
871,True,False,False,False
872,True,False,False,False
873,True,False,False,False
874,True,False,False,False
875,True,False,False,False
876,True,False,False,False
877,True,False,False,False
878,True,False,False,False
879,True,False,False,False
880,True,False,False,False
881,True,False,False,False
882,True,False,False,False
883,True,False,False,False
884,True,False,False,False
885,True,False,False,False
886,True,False,False,False
887,True,False,False,False
888,True,False,False,False
889,True,False,False,False
890,True,False,False,False
891,True,False,False,False
892,True,False,False,False
893,True,False,False,False
894,True,False,False,False
895,True,False,False,False
896,True,False,False,False
897,True,False,False,False
898,True,False,False,False
899,True,False,False,False
900,True,False,False,False
901,True,False,False,False
902,True,False,False,False
903,True,False,False,False
904,True,False,False,False
905,True,False,False,False
906,True,False,False,False
907,True,False,False,False
908,True,False,False,False
909,True,False,False,False
910,True,False,False,False
911,True,False,False,False
912,True,False,False,False
913,True,False,False,False
914,True,False,False,False
915,True,False,False,False
916,True,False,False,False
917,True,False,False,False
918,True,False,False,False
919,True,False,False,False
920,True,False,False,False
921,True,False,False,False
922,True,False,False,False
923,True,False,False,False
924,True,False,False,False
925,True,False,False,False
926,True,False,False,False
927,True,False,False,False
928,True,False,False,False
929,True,False,False,False
930,True,False,False,False
931,True,False,False,False
932,True,False,False,False
933,True,False,False,False
934,True,False,False,False
935,True,False,False,False
936,True,False,False,False
937,True,False,False,False
938,True,False,False,False
939,True,False,False,False
940,True,False,False,False
941,True,False,False,False
942,True,False,False,False
943,True,False,False,False
944,True,False,False,False
945,True,False,False,False
946,True,False,False,False
947,True,False,False,False
948,True,False,False,False
949,True,False,False,False
950,True,False,False,False
951,True,False,False,False
952,True,False,False,False
953,True,False,False,False
954,True,False,False,False
955,True,False,False,False
956,True,False,False,False
957,True,False,False,False
958,True,False,False,False
959,True,False,False,False
960,True,False,False,False
961,True,False,False,False
962,True,False,False,False
963,True,False,False,False
964,True,False,False,False
965,True,False,False,False
966,True,False,False,False
967,True,False,False,False
968,True,False,False,False
969,True,False,False,False
970,True,False,False,False
971,True,False,False,False
972,True,False,False,False
973,True,False,False,False
974,True,False,False,False
975,True,False,False,False
976,True,False,False,False
977,True,False,False,False
978,True,False,False,False
979,True,False,False,False
980,True,False,False,False
981,True,False,False,False
982,True,False,False,False
983,True,False,False,False
984,True,False,False,False
985,True,False,False,False
986,True,False,False,False
987,True,False,False,False
988,True,False,False,False
989,True,False,False,False
990,True,False,False,False
991,True,False,False,False
992,True,False,False,False
993,True,False,False,False
994,True,False,False,False
995,True,False,False,False
996,True,False,False,False
997,True,False,False,False
998,True,False,False,False
999,True,False,False,False
1000,True,False,False,False
1001,True,False,False,False
1002,True,False,False,False
1003,True,False,False,False
1004,True,False,False,False
1005,True,False,False,False
1006,True,False,False,False
1007,True,False,False,False
1008,True,False,False,False
1009,True,False,False,False
1010,True,False,False,False
1011,True,False,False,False
1012,True,False,False,False
1013,True,False,False,False
1014,True,False,False,False
1015,True,False,False,False
1016,True,False,False,False
1017,True,False,False,False
1018,True,False,False,False
1019,True,False,False,False
1020,True,False,False,False
1021,True,False,False,False
1022,True,False,False,False
1023,True,False,False,False
1024,True,False,False,False
1025,True,False,False,False
1026,True,False,False,False
1027,True,False,False,False
1028,True,False,False,False
1029,True,False,False,False
1030,True,False,False,False
1031,True,False,False,False
1032,True,False,False,False
1033,True,False,False,False
1034,True,False,False,False
1035,True,False,False,False
1036,True,False,False,False
1037,True,False,False,False
1038,True,False,False,False
1039,True,False,False,False
1040,True,False,False,False
1041,True,False,False,False
1042,True,False,False,False
1043,True,False,False,False
1044,True,False,False,False
1045,True,False,False,False
1046,True,False,False,False
1047,True,False,False,False
1048,True,False,False,False
1049,True,False,False,False
1050,True,False,False,False
1051,True,False,False,False
1052,True,False,False,False
1053,True,False,False,False
1054,True,False,False,False
1055,True,False,False,False
1056,True,False,False,False
1057,True,False,False,False
1058,True,False,False,False
1059,True,False,False,False
1060,True,False,False,False
1061,True,False,False,False
1062,True,False,False,False
1063,True,False,False,False
1064,False,True,False,False
1065,False,True,False,False
1066,False,True,False,False
1067,False,True,False,False
1068,False,True,False,False
1069,False,True,False,False
1070,False,True,False,False
1071,False,True,False,False
1072,False,True,False,False
1073,False,True,False,False
1074,False,True,False,False
1075,False,True,False,False
1076,False,True,False,False
1077,False,True,False,False
1078,False,True,False,False
1079,False,True,False,False
1080,False,True,False,False
1081,False,True,False,False
1082,False,True,False,False
1083,False,True,False,False
1084,False,True,False,False
1085,False,True,False,False
1086,False,True,False,False
1087,False,True,False,False
1088,False,True,False,False
1089,False,True,False,False
1090,False,True,False,False
1091,False,True,False,False
1092,False,True,False,False
1093,False,True,False,False
1094,False,True,False,False
1095,False,True,False,False
1096,False,True,False,False
1097,False,True,False,False
1098,False,True,False,False
1099,False,True,False,False
1100,False,True,False,False
1101,False,True,False,False
1102,False,True,False,False
1103,False,True,False,False
1104,False,True,False,False
1105,False,True,False,False
1106,False,True,False,False
1107,False,True,False,False
1108,False,True,False,False
1109,False,True,False,False
1110,False,True,False,False
1111,False,True,False,False
1112,False,True,False,False
1113,False,True,False,False
1114,False,True,False,False
1115,False,True,False,False
1116,False,True,False,False
1117,False,True,False,False
1118,False,True,False,False
1119,False,True,False,False
1120,False,True,False,False
1121,False,True,False,False
1122,False,True,False,False
1123,False,True,False,False
1124,False,True,False,False
1125,False,True,False,False
1126,False,True,False,False
1127,False,True,False,False
1128,False,True,False,False
1129,False,True,False,False
1130,False,True,False,False
1131,False,True,False,False
1132,False,True,False,False
1133,False,True,False,False
1134,False,True,False,False
1135,False,True,False,False
1136,False,True,False,False
1137,False,True,False,False
1138,False,True,False,False
1139,False,True,False,False
1140,False,True,False,False
1141,False,True,False,False
1142,False,True,False,False
1143,False,True,False,False
1144,False,True,False,False
1145,False,True,False,False
1146,False,True,False,False
1147,False,True,False,False
1148,False,True,False,False
1149,False,True,False,False
1150,False,True,False,False
1151,False,True,False,False
1152,False,True,False,False
1153,False,True,False,False
1154,False,True,False,False
1155,False,True,False,False
1156,False,True,False,False
1157,False,True,False,False
1158,False,True,False,False
1159,False,True,False,False
1160,False,True,False,False
1161,False,True,False,False
1162,False,True,False,False
1163,False,True,False,False
1164,False,True,False,False
1165,False,True,False,False
1166,False,True,False,False
1167,False,True,False,False
1168,False,True,False,False
1169,False,True,False,False
1170,False,True,False,False
1171,False,True,False,False
1172,False,True,False,False
1173,False,True,False,False
1174,False,True,False,False
1175,False,True,False,False
1176,False,True,False,False
1177,False,True,False,False
1178,False,True,False,False
1179,False,True,False,False
1180,False,True,False,False
1181,False,True,False,False
1182,False,True,False,False
1183,False,True,False,False
1184,False,True,False,False
1185,False,True,False,False
1186,False,True,False,False
1187,False,True,False,False
1188,False,True,False,False
1189,False,True,False,False
1190,False,True,False,False
1191,False,True,False,False
1192,False,True,False,False
1193,False,True,False,False
1194,False,True,False,False
1195,False,True,False,False
1196,False,True,False,False
1197,False,True,False,False
1198,False,True,False,False
1199,False,True,False,False
1200,False,True,False,False
1201,False,True,False,False
1202,False,True,False,False
1203,False,True,False,False
1204,False,True,False,False
1205,False,True,False,False
1206,False,True,False,False
1207,False,True,False,False
1208,False,True,False,False
1209,False,True,False,False
1210,False,True,False,False
1211,False,True,False,False
1212,False,True,False,False
1213,False,True,False,False
1214,False,True,False,False
1215,False,True,False,False
1216,False,True,False,False
1217,False,True,False,False
1218,False,True,False,False
1219,False,True,False,False
1220,False,True,False,False
1221,False,True,False,False
1222,False,True,False,False
1223,False,True,False,False
1224,False,True,False,False
1225,False,True,False,False
1226,False,True,False,False
1227,False,True,False,False
1228,False,True,False,False
1229,False,True,False,False
1230,False,True,False,False
1231,False,True,False,False
1232,False,True,False,False
1233,False,True,False,False
1234,False,True,False,False
1235,False,True,False,False
1236,False,True,False,False
1237,False,True,False,False
1238,False,True,False,False
1239,False,True,False,False
1240,False,True,False,False
1241,False,True,False,False
1242,False,True,False,False
1243,False,True,False,False
1244,False,True,False,False
1245,False,True,False,False
1246,False,True,False,False
1247,False,True,False,False
1248,False,True,False,False
1249,False,True,False,False
1250,False,True,False,False
1251,False,True,False,False
1252,False,True,False,False
1253,False,True,False,False
1254,False,True,False,False
1255,False,True,False,False
1256,False,True,False,False
1257,False,True,False,False
1258,False,True,False,False
1259,False,True,False,False
1260,False,True,False,False
1261,False,True,False,False
1262,False,True,False,False
1263,False,True,False,False
1264,False,True,False,False
1265,False,True,False,False
1266,False,True,False,False
1267,False,True,False,False
1268,False,True,False,False
1269,False,True,False,False
1270,False,True,False,False
1271,False,True,False,False
1272,False,True,False,False
1273,False,True,False,False
1274,False,True,False,False
1275,False,True,False,False
1276,False,True,False,False
1277,False,True,False,False
1278,False,True,False,False
1279,False,True,False,False
1280,False,True,False,False
1281,False,True,False,False
1282,False,True,False,False
1283,False,True,False,False
1284,False,True,False,False
1285,False,True,False,False
1286,False,True,False,False
1287,False,True,False,False
1288,False,True,False,False
1289,False,True,False,False
1290,False,True,False,False
1291,False,True,False,False
1292,False,True,False,False
1293,False,True,False,False
1294,False,True,False,False
1295,False,True,False,False
1296,False,True,False,False
1297,False,True,False,False
1298,False,True,False,False
1299,False,True,False,False
1300,False,True,False,False
1301,False,True,False,False
1302,False,True,False,False
1303,False,True,False,False
1304,False,True,False,False
1305,False,True,False,False
1306,False,True,False,False
1307,False,True,False,False
1308,False,True,False,False
1309,False,True,False,False
1310,False,True,False,False
1311,False,True,False,False
1312,False,True,False,False
1313,False,True,False,False
1314,False,True,False,False
1315,False,True,False,False
1316,False,True,False,False
1317,False,True,False,False
1318,False,True,False,False
1319,False,True,False,False
1320,False,True,False,False
1321,False,True,False,False
1322,False,True,False,False
1323,False,True,False,False
1324,False,True,False,False
1325,False,True,False,False
1326,False,True,False,False
1327,False,True,False,False
1328,False,True,False,False
1329,False,True,False,False
1330,False,True,False,False
1331,False,True,False,False
1332,False,True,False,False
1333,False,True,False,False
1334,False,True,False,False
1335,False,True,False,False
1336,False,True,False,False
1337,False,True,False,False
1338,False,True,False,False
1339,False,True,False,False
1340,False,True,False,False
1341,False,True,False,False
1342,False,True,False,False
1343,False,True,False,False
1344,False,True,False,False
1345,False,True,False,False
1346,False,True,False,False
1347,False,True,False,False
1348,False,True,False,False
1349,False,True,False,False
1350,False,True,False,False
1351,False,True,False,False
1352,False,True,False,False
1353,False,True,False,False
1354,False,True,False,False
1355,False,True,False,False
1356,False,True,False,False
1357,False,True,False,False
1358,False,True,False,False
1359,False,True,False,False
1360,False,True,False,False
